CODIGO;CODIGO EQUIVALENTE;LOCALIZAÇÃO;QUANTIDADE;;FORNECEDOR;FAMILIA;OBSER;;;ENTRADA;SAIDA;
CODIGO;CODIGO EQUIVALENTE;LOCALIZAÇAO;QUANTIDADE;QTD;FORNECEDOR;FAMILIA;OBSER;Coluna9;DESCRICAO;ENTRADA;SAIDA;O
PSTX85-600-70;1SFA898108R7000;B 02;2;0;ABB;Softstarters;;;;2;0;
Q6BAT;Q6BAT;N/A;9;CERTO;MITSUBISHI;;;#N/D;;9;0;
QCAP10KVAR220V;2GCA296934A0031;B 08;0;0;ABB;; 220V;#N/D;;2;2;
QCAP10KVAR380V;2GCA296958A0031;B 08;4;0;ABB;; 380V;#N/D;;4;0;
QCAP12,5KVAR480V;2GCA294472A0031B;B 08;0;0;ABB;; 480V;#N/D;;0;0;
QCAP15KVAR220V;QCAP15KVAR;B 08;0;0;ABB;; 220V;#N/D;;9;9;
QCAP15KVAR380V;2GCA296968A0031;B 08;8;0;ABB;; 380V;#N/D;;8;0;
QCAP20,9-25KVAR480V;2GCA294473A0031;B 08;0;0;ABB;; 480V;#N/D;;0;0;
QCAP20KVAR380V;2GCA296973A0031;B 08;26;0;ABB;; 380V;#N/D;;28;2;
QCAP25KVAR380V;2GCA296978A0031;B 08;0;0;ABB;; 380V;#N/D;;0;0;
QCAP30KVAR400V;2GCA297023A0031;B 08;2;0;ABB;;30KVAR X 400V;#N/D;;2;0;
QCAP30KVAR440V;2GCA297106A0031;B 08;13;0;ABB;;30KVAR X 440V;#N/D;;25;12;
QCAP5KVAR220V;2GCA296919A0031;B 08;9;0;ABB;;5KVAR x 220V;#N/D;;9;0;
QCAP7,5KVAR220V;QCAP7,5KVAR;N/A;1;0;ABB;;7,5KVAR X 220V;#N/D;;1;0;
QG60;1W4500;N/A;1;CERTO;MITSUBISHI;;;#N/D;;1;0;
QUADRO DE DISTRIBUIÇÃO ;1SL2048A00;N/A;16;0;ABB;;;#N/D;;16;0;
QUADRO DE DISTRIBUIÇÃO ;1SL2063A00;N/A;16;0;ABB;;MAIS 2 SEM TAMPA;#N/D;;16;0;
R2 IP21/IP55 MAIN FAN;3AXD50000014387;N/A;3;0;ABB;;FAN AXIAL;#N/D;;3;0;
D2D-160-CE02-11;;ARMARIO 02;1;0;ABB;VENTILADOR;;;;1;0;
D2E133-AM47-01;;ARMARIO 02;1;0;ABB;VENTILADOR;;;;1;0;
D3G146-AB06-10;;ARMARIO 02;2;0;ABB;VENTILADOR;;;;2;0;
DV4650-470;DV4650-470;ARMARIO 02;1;0;ABB;VENTILADOR;FAN AXIAL;; 230V-50HZ ;1;0;
DV6224/2;DV6224/2;ARMARIO 02;0;CERTO;ABB;;        VENTILADOR DC24V;#N/D;;0;0;
LONG LIFE FAN , CENTRIFUGAL;3AXD50000422975;ARMARIO 02;2;0;ABB;;                                          VENTILADOR;#N/D;;2;0;
3AXD0000260621;3AXD0000260621;;1;0;ABB;;                                          VENTILADOR;#N/D;;1;0;
MODULE FAN KIT 14;3AXD50000265411;ARMARIO 02;1;0;ABB;;                                           VENTILADOR;;;1;0;
PSR-FAN3-45A;1SFA896311R1001;ARMARIO 02;9;0;ABB;;VENTILADOR 3-45A;#N/D;;9;0;
R3 IP21/IP55 MAIN FAN;3AXD50000014388;ARMARIO 02;2;CERTO;ABB;;FAN AXIAL;#N/D;;2;0;
R5;3AUA0000077627;ARMARIO 02;1;CERTO;ABB;;FAN AXIAL;#N/D;;1;0;
FD4020L24W9-71;FD4020L24W9-71;ARMARIO 02;1;CERTO;COOLTRON;VENTILADOR;FAN AXIAL;; DC24V - 2.40W ;1;0;
4414MLR;4414MLR;ARMARIO 02;3;CERTO;EBMPAPST;;  VENTILADOR     ;#N/D;;3;0;
7114NHR;PM6Y801R5IP21;ARMARIO 02;0;CERTO;EBMPAPST;;             VENTILADOR 24 V DC;#N/D;;0;0;
MB40202V2-000U-A99;MB40202V2-000U-A99;ARMARIO 02;1;0;MAGLEV;VENTILADOR;FAN AXIAL;; DC24V - 0.80W ;1;0;
;;;0;;;;;;;0;0;
;;;0;;;;;;;0;0;
R7 IGBT WIRE HARNESS;68689015;ARMARIO 01;2;CERTO;ABB;;;#N/D;;3;1;
R8 IGBT WIRE 3PCS RIBBON CABLE;R\Z;N/A;0;0;ABB;;;#N/D;;0;0;
R8 IGBT WIRE HARNESS;68689023;ARMARIO 01;1;CERTO;ABB;;;#N/D;;5;4;
RA2896802ZZ;RA2896802ZZ;N/A;2;0;ABB;;OBSOLETO;#N/D;;2;0;
RA8596806;RA8596806;N/A;1;0;ABB;;OBSOLETO;#N/D;;1;0;
RATING PLUG IN 4000A E 4/6;1SDA058232R1;N/A;1;0;ABB;;;#N/D;;1;0;
RB0658802;RB0658802;N/A;3;0;ABB;;OBSOLETO;#N/D;;3;0;
RB0658803;RB0658803;N/A;1;0;ABB;;OBSOLETO;#N/D;;1;0;
RB121-24VUC;1SNA645001R0300;D 09;3;0;ABB;;;#N/D;;3;0;
RC5-1/250;1SBN050100R1002;CAIXA 03;52;0;ABB;;;X;;52;0;
RC5-1/50;1SBN050100R1000;CAIXA 03;382;0;ABB;;40X0,1;X;;382;0;
RCNA01;RCNA01;N/A;0;0;ABB;;;#N/D;;0;0;
RD3-48;2CSJ201001R0001;D05;0;;ABB;;220 VCA;;;0;0;
RDCO03C;RDCO03C;C 09;0;0;ABB;;26/set;#N/D;;0;0;
RDNA01;RDNA01;N/A;0;0;ABB;;;#N/D;;0;0;
REF.117 TRUE RMS;REF.117 TRUE RMS;N/A;0;0;FLUKE;;MULTIMETER A\V;#N/D;;0;0;
REF.T5-600;REF.T5-600;N/A;0;0;FLUKE;;AMPERIMETRO;#N/D;;0;0;
REF-413;RF3D-146-180K506DSF2326;N/A;0;0;EMC;;;#N/D;;0;0;
REF610A51HCNT;REF610A51HCNT;B 03;1;0;ABB;;CAIXA ABERTA;#N/D;;1;0;
REJ601BE446NN 1XG;REJ601BE446NN 1XG;A 03;3;0;ABB;;;#N/D;;3;0;
RELE DE ABERTURA SOR220;1SDA066317R1;G 15;1;CERTO;ABB;;;#N/D;;1;0;
RELE R16-300A-XT4;1SDA067377R1;G 11;1;0;ABB;;;;;1;0;
RELE YU XT1/XT4;1SDA066398R1;G 15;2;CERTO;ABB;;;#N/D;;2;0;
RESISTOR ;68265380;ARMARIO 01;2;0;ABB;;;;;2;0;
RET615;HBTHBCADNBC8BNN11G;B 03;0;0;ABB;;;#N/D;;0;0;
RETA02;RETA02;N/A;0;0;ABB;;;#N/D;;0;0;
RHDT6;1SDA104832R1;G 05;0;0;ABB;;virou t7;#N/D;;0;0;
RHDT7;1SDA062120R1;G 05;0;0;ABB;;;#N/D;;1;1;
RHEA1-A2;1SDA066158R1;G 01;5;CERTO;ABB;;1 C/INC;#N/D;;12;7;
RHEA3;1SDA066159R1;G 01;0;CERTO;ABB;;10X38;X;;5;5;
RHET4-T5;1SDA054929R1;G 01;0;CERTO;ABB;;;#N/D;;0;0;
RHET6;1SDA060409R1;G 05;0;0;ABB;;aberto;#N/D;;0;0;
RHET7;1SDA062122R1;G 05;1;0;ABB;;;#N/D;;1;0;
RHEXT1-XT3;1SDA066479R1;G 01;0;CERTO;ABB;;;#N/D;;26;26;
RHEXT2-XT4;1SDA069055R1;G 01;1;CERTO;ABB;;;#N/D;;4;3;
RHEXT6;1SDA104853R1;G 09;0;0;ABB;;;#N/D;;3;3;
RHEXT7;RHEXT7;G 01;1;0;ABB;;;#N/D;;2;1;
RINT5521C;3AUA0000017489;ARMARIO 01;1;CERTO;ABB;;BOARD KIT;#N/D;;1;0;
RM395231C03;RM395231C03;F;1;0;ALLEN BRADLEY;;;#N/D;;1;0;
RPBA01;RPBA01;C 05;0;CERTO;ABB;;;#N/D;;8;8;
RPLC03;RPLC03;N/A;0;0;ABB;;;#N/D;;0;0;
RPM03;RPM03;N/A;4;0;ABB;;;#N/D;;4;0;
RS232;RS232;N/A;1;0;ABB;;;#N/D;;1;0;
RT6;2TLA010026R0000;N/A;0;0;ABB;;24VDC;#N/D;;0;0;
RTAC-01C;RTAC-01C;N/A;0;0;ABB;;;#N/D;;0;0;
RVBC6/60;GHV2501902R0002;N/A;3;0;ABB;;24V;#N/D;;3;0;
RVC12;2GCA294987A0050;N/A;0;0;ABB;;;#N/D;;0;0;
RVC3;2GCA294983A0050;N/A;4;0;ABB;;;#N/D;;4;0;
RVC6;2GCA294984A0050;N/A;0;0;ABB;;;#N/D;;0;0;
RVC6-1/5A;2GCA288097A0050;N/A;0;0;ABB;;;#N/D;;0;0;
RVC8;2GCA294985A0050;N/A;0;0;ABB;;;#N/D;;0;0;
RVC8-1/5A;2GCA288096A0050;N/A;0;0;ABB;;;#N/D;;0;0;
RXMH2;RK223067AP;N/A;1;0;ABB;;;#N/D;;1;0;
S1-M1-25;1SAM201907R1101;E 03;0;0;ABB;Proteção para motores;;#N/D;;0;0;
S1M225;1SAM201907R1102;E 03;1;0;ABB;Proteção para motores;;#N/D;;1;0;
S200-OE4;S200-OE4;F;0;0;ALLEN BRADLEY;;;#N/D;;0;0;
S200T-BNF;S200T-BNF;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S201-B10;2CDS251001R0105;N/A;180;0;ABB;MINI DISJUNTOR;;#N/D;;180;0;
S201-B2;2CDS251001R0025;N/A;13;0;ABB;MINI DISJUNTOR;;#N/D;;13;0;
S201-C0,5;2CDS251001R0984;N/A;0;CERTO;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S201-C02;2TAZ110100R1024;K;3;0;ABB;MINI DISJUNTOR;;#N/D;;6;3;
S201-C04;2TAZ110100R1044;K;23;0;ABB;MINI DISJUNTOR;;;;28;5;
S201-C06;2TAZ110100R1064;K;20;0;ABB;MINI DISJUNTOR;;#N/D;;32;12;
S201-C10;2TAZ110100R1104;K;14;CERTO;ABB;MINI DISJUNTOR;1 FORA DA CAIXA;X;;34;20;
S201-C100;2CDS251001R0824;K;3;0;ABB ;MINI DISJUNTOR;;;;3;0;
S201-C16;2TAZ110100R1164;K;1;0;ABB;MINI DISJUNTOR;;#N/D;;10;9;
S201-C20;2TAZ110100R1204;K;8;0;ABB;MINI DISJUNTOR;;#N/D;;12;4;
S201-C25;2TAZ110100R1254;K;0;0;ABB;MINI DISJUNTOR;;#N/D;;1;1;
S201-C40;2TAZ110100R1404;K;16;0;ABB;MINI DISJUNTOR;4 PÇ DA NOVA LINHA;#N/D;;20;4;
S201-C50;2TAZ110100R1504;K;13;0;ABB;MINI DISJUNTOR;;#N/D;;15;2;
S201-C63;2TAZ110100R1634;K;17;0;ABB;MINI DISJUNTOR;;#N/D;;19;2;
S201-K1,6A;2CDS251001R0257;N/A;0;CERTO;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S201-K16A;S201-K16A;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S201-K40A;2CDS251001R0557;N/A;7;CERTO;ABB;MINI DISJUNTOR;;#N/D;;7;0;
S201-K50A;2CDS251001R0577;N/A;9;CERTO;ABB;MINI DISJUNTOR;;#N/D;;9;0;
S201-K6A;2CDS251001R0377;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S201M-C50;2CDS271001R0504;N/A;6;0;ABB;MINI DISJUNTOR;;#N/D;;6;0;
S201M-C63;2CDS271001R0634;N/A;56;0;ABB;MINI DISJUNTOR;;#N/D;;56;0;
S201M-K1A;2CDS271001R0217;N/A;10;0;ABB;MINI DISJUNTOR;;#N/D;;10;0;
S201M-K20A;2CDS271001R0487;N/A;3;0;ABB;MINI DISJUNTOR;;#N/D;;3;0;
S201M-K4A;2CDS271001R0337;N/A;4;0;ABB;MINI DISJUNTOR;;#N/D;;4;0;
S201P-C20;2CDS281001R0204;N/A;4;0;ABB;MINI DISJUNTOR;;#N/D;;4;0;
S201P-C50;2CDS281001R0504;N/A;1;0;ABB;MINI DISJUNTOR;;#N/D;;1;0;
S201P-D40;2CDS281001R0401;N/A;4;0;ABB;MINI DISJUNTOR;;#N/D;;4;0;
S201P-K32A;2CDS281001R0537;N/A;4;0;ABB;MINI DISJUNTOR;;#N/D;;4;0;
S201P-K6A;2CDS281001R0377;N/A;2;0;ABB;MINI DISJUNTOR;;#N/D;;2;0;
S201T-C40;2CDS251001R0404;N/A;33;0;ABB;MINI DISJUNTOR;;#N/D;;33;0;
S201-Z16A;2CDS251001R0468;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S201-Z4A;2CDS251001R0338;N/A;0;CERTO;ABB;MINI DISJUNTOR;;X;;0;0;
S202-B40;2CDS252001R0405;N/A;19;0;ABB;MINI DISJUNTOR;;#N/D;;19;0;
S202-C04;2CDS252001R004;K;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S202-C06;S202-C06;K;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S202-C10;S202-C10;K;40;0;ABB;MINI DISJUNTOR;;#N/D;;95;55;
S202-C100;2CDS252001R0824;K;0;CERTO;ABB;MINI DISJUNTOR;;X;;0;0;
S202-C16;2TAZ110200R1164;K;15;0;ABB ;MINI DISJUNTOR;;;;16;1;
S202-C20;2CDS252001R0204;K;0;0;ABB;MINI DISJUNTOR;;#N/D;;21;21;
S202-C25;2CDS252001R0254;K;15;0;ABB;MINI DISJUNTOR;;#N/D;;15;0;
S202-C32;2CDS252001R0324;K;19;0;ABB;MINI DISJUNTOR;;#N/D;;19;0;
S202-C40;2CDS252001R0404;K;6;CERTO;ABB;MINI DISJUNTOR;;#N/D;;6;0;
S202-C50;2CDS252001R0504;K;15;0;ABB;MINI DISJUNTOR;DISJ.ANT;#N/D;;15;0;
S202-C6;2CDS252001R0064;K;12;0;ABB;MINI DISJUNTOR;;#N/D;;12;0;
S202-C63;2CDS252001R0634;K;7;0;ABB;MINI DISJUNTOR;DISJ.ANT;#N/D;;7;0;
S202-C80;2CDS252001R0804;K;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S202-K16A;2CDS252001R0467;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S202-K2A;2CDS252001R0277;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S202-K4A;2CDS252001R0337;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S202M-C02;2CDS272001R0024;L 16;2;0;ABB;MINI DISJUNTOR;;#N/D;;2;0;
S202M-C04;2CDS272001R0044;L 16;2;0;ABB;MINI DISJUNTOR;;#N/D;;2;0;
S202M-C40;2CDS272001R0404;L 16;40;0;ABB;MINI DISJUNTOR;;#N/D;;40;0;
S202M-K63A;2CDS272001R0607;L 16;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S202P-C4;2CDS282001R0044;N/A;71;0;ABB;MINI DISJUNTOR;;#N/D;;71;0;
S202T-C10;S202T-C10;L 14;2;CERTO;ABB;MINI DISJUNTOR;;#N/D;;2;0;
S203-C0,5;2CDS253001R0984;K;2;CERTO;ABB;MINI DISJUNTOR;;X;;2;0;
S203-C02;2CDS253001R0024;K;1;CERTO;ABB;MINI DISJUNTOR;;#N/D;;1;0;
S203-C04;2CDS253001R0044;K;3;0;ABB;MINI DISJUNTOR;;#N/D;;3;0;
S203-C06;2CDS253001R0064;K;1;0;ABB;MINI DISJUNTOR;;#N/D;;1;0;
S203-C10;2CDS253001R0104;K;0;0;ABB;MINI DISJUNTOR;;#N/D;;4;4;
S203-C100;S203-C100;K;0;CERTO;ABB;MINI DISJUNTOR;;#N/D;;1;1;
S203-C20;2CDS253001R0204;K;2;0;ABB;MINI DISJUNTOR;;#N/D;;2;0;
S203-C25;;K;1;0;ABB;MINI DISJUNTOR;;;;1;0;
S203-C40;2CDS253001R0404;K;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S203-C50;2CDS253001R0504;K;0;0;ABB;MINI DISJUNTOR;;#N/D;;2;2;
S203-C63;2TAZ110300R1634;K;2;0;ABB;MINI DISJUNTOR;;#N/D;;4;2;
S203-C80;2CDS253001R0804;K;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S203-K40;2CDS253001R0557;N/A;4;CERTO;ABB;MINI DISJUNTOR;;X;;4;0;
S203M-C20;2CDS273001R0204;N/A;15;0;ABB;MINI DISJUNTOR;;#N/D;;15;0;
S203M-C63;2CDS273001R0634;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S203M-K10;2CDS273001R0427;N/A;37;0;ABB;MINI DISJUNTOR;;#N/D;;37;0;
S203M-K16;2CDS273001R0467;N/A;2;0;ABB;MINI DISJUNTOR;;#N/D;;2;0;
S203M-K50;2CDS273001R0577;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S203P-C10;2CDS283001R0104;N/A;1;0;ABB;MINI DISJUNTOR;;#N/D;;1;0;
S203P-C32;2CDS283001R0324;N/A;2;0;ABB;MINI DISJUNTOR;;#N/D;;2;0;
S203P-K20;2CDS283001R0487;N/A;8;0;ABB;MINI DISJUNTOR;;#N/D;;8;0;
S203P-K50;2CDS283001R0577;N/A;1;0;ABB;MINI DISJUNTOR;;#N/D;;1;0;
S223K16A;GHS2230001R0467;CAIXA OBS;6;0;ABB;;;#N/D;;6;0;
S261C10;S261C10;N/A;1;0;ABB;MINI DISJUNTOR;;#N/D;;1;0;
S261C2;S261C2;N/A;2;0;ABB;MINI DISJUNTOR;;#N/D;;2;0;
S261C50;S261C50;N/A;323;0;ABB;MINI DISJUNTOR;;#N/D;;323;0;
S261C63;S261C63;N/A;69;0;ABB;MINI DISJUNTOR;;#N/D;;69;0;
S262C06;S262C06;CAIXA OBS;2;0;ABB;;;#N/D;;2;0;
S262C1;S262C1;N/A;63;0;ABB;MINI DISJUNTOR;;#N/D;;63;0;
S262C4;S262C4;N/A;24;0;ABB;MINI DISJUNTOR;;#N/D;;24;0;
S262C63;S262C63;N/A;2;0;ABB;MINI DISJUNTOR;F\CX;#N/D;;2;0;
S263C1;S263C1;N/A;84;0;ABB;MINI DISJUNTOR;;#N/D;;84;0;
S263C2;S263C2;N/A;8;0;ABB;MINI DISJUNTOR;;#N/D;;8;0;
S263C4;S263C4;N/A;19;0;ABB;MINI DISJUNTOR;;#N/D;;19;0;
S272C10;S272C10;N/A;1;0;ABB;MINI DISJUNTOR;CX\F;#N/D;;1;0;
S281K0,75A;S281K0,75A;N/A;2;0;ABB;MINI DISJUNTOR;;#N/D;;2;0;
S281K20A;S281K20A;N/A;1;0;ABB;MINI DISJUNTOR;;#N/D;;1;0;
S281K4A;S281K4A;N/A;6;0;ABB;MINI DISJUNTOR;;#N/D;;6;0;
S281UCC6;S281UCC6;CAIXA OBS;32;0;ABB;;;#N/D;;32;0;
S282UCC4;S282UCC4;N/A;1;0;ABB;MINI DISJUNTOR;;#N/D;;1;0;
S282UCC50;S282UCC50;N/A;1;0;ABB;MINI DISJUNTOR;;#N/D;;1;0;
S282UCK0,5A;S282UCK0,5A;N/A;3;0;ABB;MINI DISJUNTOR;;#N/D;;3;0;
S291C80;GHS2912001R0804;CAIXA OBS;37;0;ABB;;;#N/D;;37;0;
S293D80;GHS2932001R0801;CAIXA OBS;9;0;ABB;;;#N/D;;9;0;
S2CA1;2CDS200909R0001;L 07;1;0;ABB;;;#N/D;;1;0;
S2CH11L;2CDS200936R0001;L 07;44;0;ABB;;;#N/D;;57;13;
S2C-H6R;2CDS200912R0001;L 13;8;0;ABB;;;#N/D;;8;0;
S2CUA24AC;2CSS200911R0002;L 13;5;CERTO;ABB;;;#N/D;;5;0;
S2H11;GHS2701916R0001;N/A;8;0;ABB;;;#N/D;;8;0;
S2-S/H;GHS2801902R0008;L 13;11;CERTO;ABB;;;#N/D;;11;0;
S33M2-BS2-BGS2;1VCF339750S0395;G 02;1;CERTO;ABB;;;#N/D;;3;2;
S502UCB10;S502UCB10;N/A;1;0;ABB;;CX\F;#N/D;;1;0;
S-60-5;S-60-5;N/A;1;0;ABB;MINI DISJUNTOR;POWER SUPPLY;#N/D;;1;0;
S61B10;S61B10;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S61B16;S61B16;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S61C06;S61C06;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S61C10;S61C10;N/A;0;0;ABB;MINI DISJUNTOR;F\CX;#N/D;;0;0;
S61C16;S61C16;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S61C2;S61C2;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S61C20;S61C20;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S61C25;S61C25;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S61C32;S61C32;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S61C40;S61C40;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S61C50;S61C50;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S61C63;S61C63;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S61TB6;S61TB6;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S62C10;S62C10;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S62C16;S62C16;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S62C2;S62C2;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S62C20;S62C20;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S62C25;S62C25;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S62C32;S62C32;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S62C4;S62C4;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S62C40;S62C40;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S62C50;S62C50;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S62C63;S62C63;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S63C10;S63C10;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S63C16;S63C16;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S63C20;S63C20;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S63C32;S63C32;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S63C4;S63C4;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S63C40;S63C40;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S63C50;S63C50;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S63C6;S63C6;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S63C63;S63C63;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S64TC50;S64TC50;N/A;0;0;ABB;MINI DISJUNTOR;;#N/D;;0;0;
S7S 1250 R1000 4P;AD05065207;N/A;1;0;ABB;;;#N/D;;1;0;
S800SOR400;2CCS800900R0231;N/A;23;0;ABB;;;#N/D;;23;0;
S802SC80;2CCS862001R0804;N/A;33;0;ABB;;;#N/D;;33;0;
S803SC100;2CCS863001R0824;N/A;0;0;ABB;;;#N/D;;0;0;
SA1;GJF1101903R0001;N/A;0;CERTO;ABB;;;#N/D;;6;6;
SA1E;SA1E;N/A;30;CERTO;ABB;;;#N/D;;30;0;
SA3 CADEADO;GJF1101903R0003;N/A;4;0;ABB;;;#N/D;;4;0;
SC;1SNK900101R0000;N/A;0;0;ETE;;SEPARADOR DE CIRCUITO;#N/D;;0;0;
SCOP45DX485G;SCOP45DX485G;N/A;1;0;ABB;;;#N/D;;1;0;
SD834;3BSC610067R1;N/A;0;0;ABB;;;#N/D;;0;0;
SDCS-COM-81;3ADT314900R1002;D 06;1;0;ABB;;;#N/D;;2;1;
SDCSDSL4SET;3ADT2000005R0001;N/A;2;0;ABB;;;#N/D;;2;0;
SDCS-FEX-425 INT;3ADT209022R0001;N/A;0;0;ABB;;DC DRIVE;#N/D;;0;0;
S-DT12BC;S-DT12BC;N/A;1;CERTO;MITSUBISHI;;;#N/D;;1;0;
S-DT21BC;S-DT21BC;N/A;2;CERTO;MITSUBISHI;;;#N/D;;2;0;
S-DT50BC;SHA12-27;N/A;1;CERTO;MITSUBISHI;;;#N/D;;1;0;
SENSOR E4;1SDA069664R1;N/A;1;0;ABB;;;#N/D;;1;0;
SENTRY SSR10;2TLA010050R0000;E;4;CERTO;ABB;;;X;;25;21;
SENTRY SSR10M;2TLA010050R0100;E;1;CERTO;ABB;;;X;;7;6;
SF11580A;1083HBL.GN;N/A;0;0;SUNON;;VENTILADOR;#N/D;;0;0;
SH201-C40;2CDS211001R0404;N/A;10;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;10;0;
SH201L-C40;SH201L-C40;N/A;3;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;3;0;
SH201L-C63;SH201L-C63;N/A;12;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;12;0;
SH201T-C02;2CDS231001R0024;L 21;0;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;0;0;
SH201T-C04;SH201T-C04;L 21;9;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;9;0;
SH201T-C06;2CDS231001R0064;L 21;1;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;1;0;
SH201T-C10;2CDS231001R0104;L 21;0;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;0;0;
SH201T-C16;2CDS231001R0164;L 21;0;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;0;0;
SH201T-C20;2CDS231001R0204;L 21;9;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;9;0;
SH201T-C25;2CDS231001R0254;L 21;0;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;0;0;
SH201T-C32;2CDS231001R0324;L 21;54;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;54;0;
SH201T-C40;2CDS231001R0404;L 21;2;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;2;0;
SH201T-C50;2CDS231001R0504;L 21;25;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;25;0;
SH201T-C63;2CDS231001R0634;L 21;8;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;8;0;
SH202L-C20;2CDS242001R0204;L09;4;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;4;0;
SH202T-C02;2CDS232001R0024;L 22;28;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;28;0;
SH202T-C04;2CDS232001R0044;L 22;50;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;50;0;
SH202T-C06;2CDS232001R0064;L 22;0;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;0;0;
SH202T-C10;2CDS232001R0104;L 22;0;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;0;0;
SH202T-C16;2CDS232001R0164;L 22;0;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;0;0;
SH202T-C20;2CDS232001R0204;L 22;0;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;0;0;
SH202T-C25;2CDS232001R0254;L 22;0;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;0;0;
SH202T-C32;2CDS232001R0324;L 22;0;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;0;0;
SH202T-C40;2CDS232001R0404;L 22;50;0;ABB;MINI DISJUNTOR;OBSOLETO;#N/D;;53;3;
